X,Y,Corn97BU,B,Ca,Cu,Fe,K,Mg,Mn,Na,P,Zn
324,144,176.52,3.29,4051,2.55,222,118,601,94,17,51,2.97
0,192,188.07,4.42,6114,3.7,78,114,466,143,15,28,2.07
12,192,164.23,5.72,8683,4.57,76,119,452,172,14,36,2.5
24,192,167.47,8.31,11857,4.61,36,76,435,117,20,22,2.71
36,192,156.99,2.77,14157,2.3,29,78,745,69,19,12,2.95
48,192,163.21,1.83,14323,1.47,60,55,787,69,21,6,3
60,192,159.28,2.9,15228,2.85,65,135,486,90,16,50,3.29
72,192,177.77,3.66,11202,4.04,130,250,472,115,16,89,4.09
84,192,176.54,8.07,9796,3.68,111,237,434,106,21,78,3.83
96,192,167.75,7.1,7759,3.91,178,226,427,116,18,96,3.67
108,192,177.47,4.87,6443,3.21,201,288,502,121,14,111,4.04
120,192,176.19,9.39,6458,3.41,226,363,518,104,22,102,4.45
132,192,163.81,5.88,5897,3.12,297,329,495,77,15,90,3.89
144,192,159.86,9.78,5369,2.86,211,190,440,76,21,69,2.81
156,192,172.73,9.35,5124,2.89,186,152,427,101,21,59,2.9
168,192,167.06,6.93,4598,2.07,141,64,392,116,18,24,2.11
180,192,157.46,9.12,3515,2.11,154,71,391,107,23,23,1.73
192,192,143.24,8.56,3129,1.81,180,95,391,87,21,26,1.9
204,192,135.8,8.94,2533,1.66,200,107,337,86,22,26,1.41
216,192,150.83,9.59,2369,1.5,176,82,311,83,21,19,1.24
228,192,141.65,8.07,2405,1.53,171,81,300,85,20,17,1.07
252,192,172.36,3.15,3055,2.05,252,86,398,106,15,24,2.26
264,192,174.91,9.51,2420,1.6,205,77,326,78,24,23,1.4
276,192,163.63,9.78,1880,2.02,190,84,261,60,22,29,1.36
288,192,156.27,7.44,1874,1.29,207,88,263,80,19,29,1.38
300,192,151.43,8.65,1685,1.01,160,80,251,60,19,27,0.9
312,192,130.96,5.77,1455,0.93,168,96,215,65,16,32,0.74
324,192,143.03,7.63,1977,0.94,160,95,216,67,17,42,0.89
0,240,145.54,2.89,2859,1.92,251,109,375,78,14,28,1.67
12,240,138.83,10.51,3004,1.83,193,86,422,62,24,23,1.83
24,240,131.57,6.8,2999,1.54,199,73,412,69,18,19,1.41
36,240,141.61,4.3,3622,2.46,165,61,488,95,16,20,1.38
48,240,149.75,5.42,4368,3.01,140,72,532,127,15,28,2
60,240,181.94,7.11,5204,2.94,148,138,459,90,16,68,2.3
72,240,190.82,10.27,5484,3.25,212,277,498,109,21,89,3.53
84,240,186.19,3.88,5792,3.4,204,311,532,125,12,99,3.82
96,240,192.3,3.9,4669,2.49,213,307,440,73,13,85,2.77
108,240,181.83,3.84,4437,2.36,223,219,444,90,14,81,2.28
120,240,165.99,4.55,4577,2.98,156,87,444,120,15,49,2.27
132,240,142.09,8.82,4314,2.81,154,87,544,154,19,37,2.2
144,240,155.39,7.13,3404,1.99,143,55,423,124,17,21,1.84
156,240,131.51,3.33,3487,2.12,175,75,393,120,14,30,1.98
168,240,143.8,6.55,3567,2.15,160,80,427,128,16,30,2.02
180,240,167.18,3.57,4971,3.09,138,93,476,168,12,44,2.46
192,240,175.52,5.17,5312,2.61,126,120,470,148,16,58,2.85
204,240,175.96,8.07,6739,2.8,87,84,403,176,19,32,2.46
216,240,154.53,5.52,4784,2.71,129,93,556,175,15,27,2.17
228,240,149.76,5.18,3465,2.26,204,110,506,122,17,31,2.24
240,240,160.88,5.56,2574,1.6,215,96,378,76,15,30,2.44
252,240,137.71,2.67,1839,1.62,251,76,278,94,13,25,1.84
264,240,141.28,7.53,1461,1.14,234,84,233,92,18,26,1.37
276,240,128.13,5.21,1591,1.08,175,92,267,80,17,24,1.08
288,240,127.69,2.27,1969,1.12,175,86,316,57,13,20,0.77
300,240,110.4,4.54,1789,1.04,143,65,282,49,16,20,0.77
312,240,122.57,4.48,1535,0.85,142,78,259,50,14,23,0.77
324,240,129.65,2.07,1701,0.31,129,65,256,43,14,21,0.71
0,288,165.88,9.51,2732,1.88,197,71,428,56,21,20,1.38
12,288,139.98,4.79,2267,1.45,183,60,365,52,16,12,0.35
24,288,134.6,5.12,4736,1.33,107,86,445,83,16,10,0.02
36,288,140.97,5.13,2208,1.43,131,85,360,94,16,12,0.33
48,288,137.81,6.54,2374,1.81,168,89,340,88,17,18,0.36
60,288,155.19,6.78,5112,3.05,111,75,433,147,18,22,1.08
72,288,158.25,4.45,4927,2.34,131,148,399,103,17,41,1.52
84,288,165.53,6.68,2784,1.72,153,88,306,111,17,25,1.07
96,288,163.33,5.85,1865,1.44,180,96,272,81,17,22,0.68
108,288,143.2,2.76,1335,1.01,162,105,219,54,13,24,0
120,288,136.38,6.24,1178,0.94,144,64,202,45,16,20,0.91
132,288,123.74,5.07,1277,0.72,116,60,235,43,14,11,0
144,288,111.33,2.9,2367,0.92,78,37,327,72,13,8,0.12
156,288,88.37,3.37,5191,0.88,50,37,231,92,12,5,0
168,288,85.79,3.82,4414,0.91,58,51,191,72,13,11,0.35
180,288,111.46,5.8,2723,1.03,82,59,217,60,14,22,0.12
192,288,124.65,7.55,2038,1.22,94,69,271,67,18,27,0.73
204,288,168.85,7.43,2086,0.81,89,59,298,85,16,27,0.82
228,288,176.26,5.58,3353,1.53,164,100,355,134,15,43,1.31
240,288,161.02,6.76,2598,1.03,106,60,294,97,18,18,1.07
252,288,152.37,3.05,2705,0.69,83,47,239,56,13,18,0.49
264,288,126.61,9.32,4823,0.99,68,52,210,77,20,14,0.77
276,288,85.53,4.14,4405,0.42,51,33,178,78,13,7,0.44
288,288,103.53,5.07,2208,0.54,100,46,396,58,17,10,0.47
300,288,101,4.53,1613,0.24,116,56,300,45,15,11,0.46
312,288,121.14,4.53,1335,0.25,151,84,235,40,13,27,0.82
324,288,136.78,5,1317,0.29,144,85,214,40,14,37,0.82
0,336,143.52,3.99,2203,1.68,236,183,298,76,14,38,1.49
12,336,162.61,11.45,3034,1.96,189,148,380,83,22,39,1.77
24,336,164.82,3.88,5944,3.51,127,125,460,146,13,49,2.42
36,336,172.82,3.53,7743,3.61,111,168,395,127,13,72,3.14
48,336,175.34,3.1,7499,3.5,151,263,447,138,16,114,3.94
60,336,178.3,3.05,4414,2.31,182,168,438,118,13,85,2.3
72,336,189.55,3.69,2362,1.61,166,124,304,92,13,56,2.05
84,336,165.73,9.82,1236,0.94,175,158,192,65,19,60,1.33
96,336,171.43,3.31,1201,0.85,158,184,191,55,12,53,1.02
108,336,171.92,2.74,1274,0.78,151,173,202,41,13,43,0.73
120,336,162.78,2.98,1325,0.62,114,114,275,34,12,33,0.72
132,336,98.52,4.1,1534,0.84,102,125,250,63,15,53,1.03
144,336,71.63,9.81,1456,0.79,102,157,233,63,19,73,1.02
156,336,122.94,3.14,1487,0.68,98,94,294,38,11,33,0.73
168,336,146.6,2.65,1186,0.65,144,117,223,47,11,35,0.73
180,336,148.76,3.35,997,0.76,202,128,183,71,12,53,1.02
192,336,166.71,3.66,1117,0.99,217,90,189,87,14,38,1.16
204,336,179.46,10.58,1444,1.06,190,120,222,70,21,46,1.17
216,336,169.17,3.43,3196,2.13,219,119,456,123,13,59,2.2
228,336,169.37,5.92,3276,2.17,225,126,467,125,16,60,2.26
240,336,193.12,5.83,3745,2.3,169,188,494,133,16,74,2.24
252,336,181.37,3.96,3648,2.38,206,131,502,94,14,59,2.96
264,336,168.86,9.07,3578,2.48,232,138,538,105,21,60,2.27
276,336,146.29,6.55,3300,2.25,218,121,511,102,18,51,2.04
288,336,144.88,3.67,2541,1.81,191,88,412,77,14,40,1.65
300,336,159.65,5.99,1952,1.46,228,118,310,84,18,54,1.52
312,336,135.49,3.05,1702,1.34,230,167,267,91,14,61,1.36
324,336,151.52,8.01,1525,1.14,270,158,228,97,18,63,1.17
